,image1,image2,win1,win2,tie
62,test-01282.jpg,test-01262.jpg,2,8,0
63,train-05482.jpg,train-02060.jpg,6,3,1
64,test-06753.jpg,train-11257.jpg,10,0,0
65,train-04402.jpg,train-31297.jpg,7,3,0
66,train-27275.jpg,test-06940.jpg,4,5,1
67,train-03649.jpg,train-32018.jpg,5,5,0
68,train-04713.jpg,train-09737.jpg,8,2,0
69,train-07829.jpg,train-32050.jpg,10,0,0
70,train-09323.jpg,train-24382.jpg,6,4,0
71,train-10267.jpg,train-13796.jpg,6,3,1
72,train-13684.jpg,test-01319.jpg,0,10,0
73,train-16226.jpg,train-06418.jpg,0,10,0
74,train-25754.jpg,train-32115.jpg,6,4,0
75,train-23039.jpg,train-30922.jpg,4,5,1
76,train-16059.jpg,test-00820.jpg,7,1,2
77,train-16998.jpg,train-29198.jpg,1,8,1
78,train-09020.jpg,train-15747.jpg,0,10,0
79,train-20372.jpg,train-17021.jpg,1,9,0
80,train-11016.jpg,train-24405.jpg,6,4,0
81,train-27482.jpg,test-00279.jpg,7,0,3
82,train-12027.jpg,train-16345.jpg,5,4,1
83,train-03538.jpg,train-13099.jpg,0,10,0
84,train-16676.jpg,train-31247.jpg,5,5,0
85,train-02550.jpg,test-01945.jpg,1,4,5
86,train-28813.jpg,train-23270.jpg,4,5,1
87,train-07361.jpg,train-13375.jpg,9,1,0
88,train-16423.jpg,test-03229.jpg,6,1,3
89,train-32549.jpg,train-16528.jpg,8,2,0
90,train-26815.jpg,train-22870.jpg,10,0,0
91,train-11207.jpg,train-17063.jpg,9,1,0
92,train-17907.jpg,train-22455.jpg,0,10,0
93,train-04131.jpg,train-11712.jpg,2,7,1
94,train-30529.jpg,train-22837.jpg,8,1,1
95,test-06050.jpg,train-28016.jpg,3,2,5
96,train-31769.jpg,train-14227.jpg,1,8,1
97,train-27045.jpg,train-22190.jpg,3,4,3
98,test-05815.jpg,train-31771.jpg,1,7,2
99,train-25858.jpg,train-05630.jpg,2,6,2
100,train-01077.jpg,train-02366.jpg,10,0,0
101,train-21827.jpg,test-04732.jpg,1,9,0
102,train-03501.jpg,train-12554.jpg,3,6,1
103,train-04432.jpg,train-27303.jpg,3,7,0
104,train-00950.jpg,train-13620.jpg,3,7,0
105,train-25754.jpg,test-03903.jpg,4,6,0
106,test-02874.jpg,train-04766.jpg,9,1,0
107,train-17381.jpg,test-03353.jpg,2,4,4
108,train-26571.jpg,test-03306.jpg,2,7,1
109,train-25191.jpg,test-01358.jpg,1,3,6
110,train-08512.jpg,train-13027.jpg,1,8,1
111,train-31311.jpg,train-32473.jpg,0,10,0
112,test-03906.jpg,train-28899.jpg,3,6,1
113,test-06984.jpg,train-20987.jpg,3,7,0
114,train-22505.jpg,train-11644.jpg,3,7,0
115,train-11718.jpg,test-07575.jpg,3,1,6
116,train-19979.jpg,train-04068.jpg,3,7,0
117,test-01187.jpg,train-14197.jpg,4,6,0
118,train-07274.jpg,train-19086.jpg,1,8,1
119,test-04324.jpg,test-00631.jpg,9,1,0
120,train-27377.jpg,test-02633.jpg,8,2,0
121,train-21692.jpg,train-14344.jpg,7,1,2
122,train-04957.jpg,train-28021.jpg,0,6,4
123,train-00627.jpg,train-32494.jpg,10,0,0
124,train-26815.jpg,train-26435.jpg,8,2,0
125,train-24417.jpg,train-05670.jpg,9,1,0
126,train-19939.jpg,train-06623.jpg,3,6,1
127,train-21001.jpg,train-20840.jpg,8,2,0
128,train-01594.jpg,train-29129.jpg,0,10,0
129,train-30703.jpg,test-07650.jpg,8,2,0
130,train-31721.jpg,train-26054.jpg,10,0,0
131,train-22505.jpg,test-00857.jpg,9,1,0
132,train-21547.jpg,train-00654.jpg,9,0,1
133,train-25291.jpg,train-32018.jpg,0,10,0
134,test-04593.jpg,train-06499.jpg,8,2,0
135,train-01736.jpg,train-30020.jpg,5,4,1
136,train-20620.jpg,test-06099.jpg,9,1,0
137,train-08100.jpg,train-25244.jpg,8,2,0
138,train-00668.jpg,train-18456.jpg,0,9,0
139,train-08921.jpg,train-08552.jpg,10,0,0
140,train-02233.jpg,train-01252.jpg,4,5,1
141,train-23227.jpg,train-14347.jpg,7,3,0
142,train-03979.jpg,test-03971.jpg,7,3,0
143,train-14178.jpg,train-13257.jpg,4,5,1
144,train-11494.jpg,train-16947.jpg,4,2,4
145,train-08466.jpg,train-15706.jpg,9,1,0
146,train-08100.jpg,train-03918.jpg,9,1,0
147,train-08355.jpg,train-24503.jpg,5,5,0
148,train-21117.jpg,train-01321.jpg,6,3,1
149,train-11941.jpg,train-02446.jpg,10,0,0
150,train-21707.jpg,train-21648.jpg,7,0,3
151,train-15727.jpg,train-27752.jpg,1,9,0
152,train-12549.jpg,train-06838.jpg,1,9,0
153,test-06337.jpg,train-12785.jpg,2,8,0
154,test-01848.jpg,train-10614.jpg,1,7,2
155,test-01914.jpg,test-01823.jpg,4,4,2
156,train-05802.jpg,train-02245.jpg,1,5,4
157,train-28098.jpg,train-02323.jpg,8,0,2
158,train-23174.jpg,train-18470.jpg,1,9,0
159,train-01492.jpg,test-05440.jpg,0,7,3
160,train-09415.jpg,train-17728.jpg,1,5,4
161,train-25903.jpg,train-27268.jpg,4,5,1
162,train-13553.jpg,train-18569.jpg,1,9,0
163,train-21768.jpg,train-25926.jpg,0,10,0
164,train-00686.jpg,train-04877.jpg,1,5,4
165,test-05947.jpg,test-05338.jpg,1,7,2
166,test-04845.jpg,train-11035.jpg,7,1,2
167,test-01031.jpg,train-19124.jpg,10,0,0
168,train-03680.jpg,test-01913.jpg,0,9,0
169,train-13602.jpg,test-04928.jpg,3,7,0
170,train-29736.jpg,train-18734.jpg,7,2,1
171,train-11054.jpg,train-02323.jpg,8,2,0
172,train-14215.jpg,train-08197.jpg,1,9,0
173,train-08152.jpg,train-09034.jpg,4,2,3
174,train-19006.jpg,train-24445.jpg,4,6,0
175,train-01997.jpg,train-20260.jpg,2,2,5
176,train-08248.jpg,train-20686.jpg,4,6,0
177,train-17160.jpg,train-06828.jpg,4,6,0
178,train-00988.jpg,test-03756.jpg,6,0,5
179,train-19737.jpg,train-21996.jpg,2,8,0
180,test-01574.jpg,test-01845.jpg,0,10,0
181,train-05230.jpg,train-13721.jpg,5,4,1
182,train-10765.jpg,train-15998.jpg,7,2,1
183,train-17001.jpg,train-21021.jpg,1,9,0
184,train-11348.jpg,train-02815.jpg,6,2,2
185,train-25385.jpg,train-01242.jpg,2,8,0
186,test-03431.jpg,train-25978.jpg,1,9,0
187,train-13496.jpg,train-31227.jpg,8,2,0
188,train-13204.jpg,train-09920.jpg,3,5,2
189,test-05163.jpg,train-22081.jpg,10,0,0
190,test-04639.jpg,test-03096.jpg,8,2,0
191,train-02410.jpg,train-04016.jpg,1,6,3
192,train-17635.jpg,train-09924.jpg,2,8,0
193,train-02800.jpg,train-01982.jpg,1,9,0
194,train-22283.jpg,train-01946.jpg,4,2,4
195,train-15510.jpg,test-00308.jpg,0,10,0
196,test-06642.jpg,train-24010.jpg,3,7,0
197,test-02808.jpg,train-22477.jpg,7,3,0
198,train-02869.jpg,train-04906.jpg,2,4,4
199,train-18723.jpg,train-27204.jpg,10,0,0
200,train-12923.jpg,train-08295.jpg,7,3,0
201,train-14683.jpg,train-15476.jpg,1,9,0
202,train-12004.jpg,train-03806.jpg,9,1,0
203,train-14636.jpg,test-00690.jpg,0,8,2
204,test-02474.jpg,train-07599.jpg,2,7,1
205,train-13027.jpg,train-09637.jpg,0,10,0
206,train-31819.jpg,train-04357.jpg,6,4,0
207,train-28414.jpg,train-06080.jpg,0,4,6
208,train-04966.jpg,train-16799.jpg,10,0,0
209,test-04890.jpg,test-03593.jpg,1,9,0
210,test-06622.jpg,train-27390.jpg,0,9,1
211,train-09680.jpg,train-03477.jpg,2,5,3
212,train-07425.jpg,train-03372.jpg,2,7,1
213,train-24495.jpg,train-18251.jpg,8,1,1
214,train-28309.jpg,train-15532.jpg,0,9,1
215,train-11749.jpg,train-07731.jpg,7,3,0
216,train-00590.jpg,train-31056.jpg,2,1,7
217,train-00590.jpg,train-23712.jpg,5,4,1
218,train-09203.jpg,train-11812.jpg,5,3,2
219,train-15252.jpg,train-32215.jpg,10,0,0
220,test-07001.jpg,test-02461.jpg,2,6,2
221,test-01311.jpg,train-27476.jpg,9,1,0
222,train-16276.jpg,train-14427.jpg,5,3,2
223,test-00631.jpg,train-29069.jpg,0,10,0
224,test-01041.jpg,train-17593.jpg,0,9,1
225,train-11124.jpg,train-12713.jpg,7,2,1
226,train-03391.jpg,test-03600.jpg,1,4,5
227,train-10128.jpg,train-09939.jpg,8,2,0
228,train-20893.jpg,train-15344.jpg,0,8,2
229,train-04354.jpg,train-21827.jpg,7,1,2
230,train-30778.jpg,train-11728.jpg,1,9,0
231,train-18079.jpg,train-02691.jpg,0,10,0
232,train-06839.jpg,train-05511.jpg,6,0,4
233,train-24520.jpg,train-12676.jpg,4,4,2
234,train-26571.jpg,train-23397.jpg,2,8,0
235,train-09546.jpg,train-03719.jpg,9,1,0
236,test-01116.jpg,train-04514.jpg,9,1,0
237,train-11868.jpg,train-09190.jpg,5,3,2
238,train-22922.jpg,test-05544.jpg,7,3,0
239,train-21999.jpg,train-17054.jpg,6,4,0
240,test-03082.jpg,train-24943.jpg,9,1,0
241,train-12612.jpg,train-16488.jpg,10,0,0
242,train-11342.jpg,test-06095.jpg,0,10,0
243,train-23049.jpg,train-12187.jpg,1,7,2
244,train-05837.jpg,train-05306.jpg,3,7,0
245,train-08590.jpg,train-20118.jpg,0,7,3
246,train-11501.jpg,train-13113.jpg,10,0,0
247,train-01258.jpg,train-08313.jpg,1,9,0
248,train-26295.jpg,test-06326.jpg,1,8,1
249,test-05349.jpg,train-23848.jpg,7,3,0
250,train-07916.jpg,train-05443.jpg,8,2,0
251,train-04964.jpg,test-01205.jpg,7,2,1
252,test-07258.jpg,train-26623.jpg,5,3,2
253,train-11877.jpg,test-07714.jpg,5,5,0
254,train-19879.jpg,train-01114.jpg,3,4,3
255,train-27674.jpg,train-16920.jpg,8,0,2
256,train-13434.jpg,train-20907.jpg,3,3,4
257,train-21923.jpg,test-04258.jpg,1,9,0
258,train-03403.jpg,test-00870.jpg,0,10,0
259,train-00460.jpg,test-04639.jpg,6,4,0
260,train-18702.jpg,train-21278.jpg,7,2,1
261,train-07153.jpg,test-01878.jpg,6,4,0
262,train-29918.jpg,train-13006.jpg,2,6,2
263,train-24465.jpg,test-02617.jpg,9,1,0
264,train-13435.jpg,train-16142.jpg,3,4,3
265,train-16695.jpg,test-03127.jpg,10,0,0
266,train-28472.jpg,train-14439.jpg,4,6,0
267,train-32126.jpg,train-31720.jpg,2,6,2
268,train-19634.jpg,test-07272.jpg,1,9,0
269,test-02207.jpg,test-01292.jpg,0,10,0
270,test-04300.jpg,train-14309.jpg,8,2,0
271,test-06978.jpg,train-18893.jpg,7,3,0
272,train-32535.jpg,train-28814.jpg,8,2,0
273,train-11321.jpg,test-04706.jpg,9,1,0
274,train-11183.jpg,test-00574.jpg,5,5,0
275,test-00259.jpg,train-23413.jpg,0,10,0
276,train-22143.jpg,test-07092.jpg,7,3,0
277,train-02493.jpg,train-10566.jpg,9,1,0
278,train-06121.jpg,train-15254.jpg,5,5,0
279,train-00713.jpg,train-24268.jpg,9,1,0
280,train-10110.jpg,train-10371.jpg,1,9,0
281,train-27814.jpg,train-12276.jpg,2,6,2
282,train-18167.jpg,train-04760.jpg,8,2,0
283,train-30124.jpg,train-13627.jpg,9,0,1
284,train-16423.jpg,train-31642.jpg,1,8,1
285,train-07276.jpg,test-03013.jpg,3,6,1
286,test-07110.jpg,train-05283.jpg,4,1,5
287,train-30015.jpg,test-03615.jpg,7,1,2
288,train-03831.jpg,train-00464.jpg,6,3,1
289,test-01514.jpg,train-27411.jpg,5,5,0
290,train-01979.jpg,train-22692.jpg,8,2,0
291,train-16432.jpg,train-32189.jpg,9,1,0
292,train-16722.jpg,train-26580.jpg,3,7,0
293,train-01665.jpg,train-28803.jpg,5,3,2
294,train-26866.jpg,train-31301.jpg,8,1,1
295,train-11666.jpg,train-28268.jpg,0,10,0
296,train-22047.jpg,train-29744.jpg,0,10,0
297,train-17001.jpg,train-10408.jpg,5,4,1
298,train-26257.jpg,train-02798.jpg,9,1,0
299,train-04235.jpg,train-11670.jpg,8,1,1
300,train-12290.jpg,train-21379.jpg,9,1,0
301,train-29150.jpg,train-19982.jpg,1,7,2
302,train-28814.jpg,test-02142.jpg,7,3,0
303,train-08122.jpg,train-13724.jpg,1,9,0
304,train-11718.jpg,train-07050.jpg,1,9,0
305,train-21189.jpg,train-17737.jpg,1,6,3
306,test-00806.jpg,train-20111.jpg,7,3,0
307,train-18160.jpg,train-29817.jpg,2,5,3
308,train-18765.jpg,test-00084.jpg,6,4,0
309,train-28521.jpg,train-13478.jpg,5,5,0
310,train-02811.jpg,train-23633.jpg,9,1,0
311,train-04033.jpg,train-25921.jpg,1,8,1
312,train-14248.jpg,train-16704.jpg,10,0,0
313,train-30482.jpg,train-13177.jpg,0,7,3
314,train-26120.jpg,train-01462.jpg,2,6,2
315,train-22353.jpg,train-13950.jpg,3,7,0
316,train-07069.jpg,test-05698.jpg,1,9,0
317,test-06782.jpg,train-03074.jpg,8,0,2
318,train-22190.jpg,train-06325.jpg,0,10,0
319,train-23543.jpg,test-01989.jpg,5,3,2
320,train-18461.jpg,train-11525.jpg,1,9,0
321,test-02022.jpg,train-16963.jpg,8,2,0
322,train-11099.jpg,train-17563.jpg,0,10,0
323,train-19086.jpg,train-28156.jpg,5,5,0
324,test-01193.jpg,train-30748.jpg,1,9,0
325,test-02087.jpg,train-05924.jpg,4,5,1
326,train-26857.jpg,train-05551.jpg,8,2,0
327,train-25882.jpg,test-06261.jpg,2,8,0
328,train-08918.jpg,train-09008.jpg,8,1,1
329,train-09429.jpg,train-05833.jpg,9,1,0
330,train-32293.jpg,test-08079.jpg,5,5,0
331,train-18678.jpg,test-05699.jpg,0,10,0
332,train-22190.jpg,train-10008.jpg,1,8,1
333,train-01679.jpg,train-14637.jpg,6,4,0
334,train-15042.jpg,test-04354.jpg,4,3,3
335,test-00847.jpg,train-06006.jpg,1,8,1
336,train-27443.jpg,train-10987.jpg,4,5,2
337,train-05549.jpg,test-08113.jpg,10,0,0
338,train-08203.jpg,train-20647.jpg,6,4,0
339,test-04610.jpg,train-03898.jpg,3,6,1
340,train-18372.jpg,train-16674.jpg,0,7,3
341,train-02947.jpg,train-17239.jpg,9,1,0
342,train-22645.jpg,train-07827.jpg,5,5,0
343,train-03823.jpg,train-31816.jpg,2,4,4
344,train-09836.jpg,test-06657.jpg,0,10,0
345,train-04196.jpg,train-05805.jpg,7,3,0
346,test-00110.jpg,train-18484.jpg,1,5,4
347,train-27726.jpg,train-30848.jpg,4,5,1
348,train-25761.jpg,train-29598.jpg,7,2,1
349,train-12207.jpg,train-29100.jpg,2,7,1
350,train-30379.jpg,train-02142.jpg,1,9,0
351,train-09683.jpg,test-01212.jpg,1,7,2
352,test-07081.jpg,train-05273.jpg,7,3,0
353,train-29462.jpg,train-10512.jpg,3,7,0
354,train-02666.jpg,train-07192.jpg,4,6,0
355,train-15250.jpg,train-12078.jpg,4,1,5
356,train-31203.jpg,test-00506.jpg,3,4,3
357,test-05141.jpg,train-14184.jpg,5,1,4
358,test-03469.jpg,train-12797.jpg,6,2,2
359,train-13457.jpg,train-31939.jpg,4,5,1
360,train-05636.jpg,test-01645.jpg,1,9,0
361,train-03111.jpg,train-32345.jpg,7,2,1
362,train-17881.jpg,train-28601.jpg,0,9,1
363,test-05663.jpg,train-20220.jpg,7,3,0
364,train-17563.jpg,test-06779.jpg,1,9,0
365,train-12414.jpg,train-03591.jpg,7,3,0
366,test-00028.jpg,train-09768.jpg,8,0,2
367,test-05729.jpg,train-03930.jpg,6,2,2
368,test-05133.jpg,train-09107.jpg,4,4,2
369,train-07340.jpg,train-10137.jpg,5,5,0
370,train-19636.jpg,test-05554.jpg,6,4,0
371,train-14207.jpg,train-13733.jpg,10,0,0
372,train-23359.jpg,test-01109.jpg,6,4,0
373,test-04629.jpg,train-26064.jpg,9,1,0
374,test-05078.jpg,test-05578.jpg,7,3,0
375,train-09132.jpg,train-06508.jpg,1,9,0
376,train-25692.jpg,test-01222.jpg,1,8,1
377,train-29173.jpg,train-26587.jpg,5,4,1
378,train-30660.jpg,train-08677.jpg,4,6,0
379,train-29536.jpg,train-21663.jpg,7,1,2
380,train-09882.jpg,train-27854.jpg,1,9,0
381,train-13000.jpg,test-03824.jpg,7,2,1
382,train-28611.jpg,train-18293.jpg,0,9,1
383,train-31961.jpg,test-05676.jpg,6,4,0
384,train-09425.jpg,train-22329.jpg,1,9,0
385,train-25189.jpg,train-27647.jpg,1,9,0
386,train-16545.jpg,train-31019.jpg,10,0,0
387,train-04927.jpg,test-06094.jpg,5,5,0
388,train-18386.jpg,train-05630.jpg,7,3,0
389,train-19055.jpg,train-25438.jpg,3,5,2
390,train-23265.jpg,test-07275.jpg,1,9,0
391,train-24666.jpg,train-20383.jpg,7,1,1
392,train-18176.jpg,train-27580.jpg,9,1,0
393,train-00563.jpg,train-28499.jpg,7,0,3
394,train-29782.jpg,train-32420.jpg,5,4,1
395,train-22088.jpg,train-05479.jpg,8,2,0
396,train-19677.jpg,train-08392.jpg,9,1,0
397,train-06336.jpg,train-16290.jpg,0,9,1
398,train-22242.jpg,train-02532.jpg,1,9,0
399,train-16443.jpg,train-27429.jpg,5,2,3
400,train-01641.jpg,train-30176.jpg,6,4,0
401,train-13687.jpg,train-13828.jpg,3,7,0
402,train-02493.jpg,train-25903.jpg,10,0,0
403,test-03543.jpg,train-03640.jpg,4,1,5
404,train-11494.jpg,train-10746.jpg,3,2,5
405,train-22848.jpg,test-06679.jpg,0,9,1
406,train-29568.jpg,test-02967.jpg,0,7,3
407,test-01070.jpg,train-02116.jpg,8,1,1
408,train-30405.jpg,test-07735.jpg,1,8,1
409,train-18043.jpg,train-02101.jpg,2,9,0
410,test-03022.jpg,train-02558.jpg,2,8,0
411,train-04235.jpg,train-14033.jpg,0,9,1
412,train-16972.jpg,train-14136.jpg,5,3,2
413,train-03534.jpg,train-18066.jpg,1,8,1
414,test-08091.jpg,train-23416.jpg,1,5,4
415,test-08128.jpg,test-05060.jpg,3,7,0
416,test-05359.jpg,test-08066.jpg,1,8,1
417,train-22916.jpg,train-15430.jpg,10,0,0
418,test-03816.jpg,train-29131.jpg,0,10,0
419,test-03435.jpg,train-21577.jpg,3,2,5
420,train-15031.jpg,train-00698.jpg,1,9,0
421,train-00438.jpg,test-06516.jpg,9,0,1
422,train-19582.jpg,train-04608.jpg,3,5,2
423,train-24056.jpg,train-24466.jpg,8,2,0
424,train-11945.jpg,train-07012.jpg,2,8,0
425,test-02173.jpg,test-00397.jpg,5,2,3
426,train-29891.jpg,train-18444.jpg,5,2,3
427,test-05663.jpg,train-21648.jpg,10,0,0
428,test-02156.jpg,train-05162.jpg,3,3,5
429,train-07566.jpg,train-12565.jpg,1,9,0
430,train-02264.jpg,test-01079.jpg,8,1,1
431,train-30110.jpg,train-00700.jpg,3,3,4
432,train-31532.jpg,train-11031.jpg,2,5,3
433,train-01397.jpg,test-05319.jpg,7,3,0
434,test-00726.jpg,train-24962.jpg,3,7,0
435,train-13492.jpg,train-07062.jpg,9,0,1
436,train-05880.jpg,train-16720.jpg,9,1,0
437,train-22654.jpg,train-27891.jpg,1,7,2
438,test-02163.jpg,train-12555.jpg,3,3,4
439,train-18160.jpg,train-10237.jpg,10,0,0
440,train-20432.jpg,train-14924.jpg,10,0,0
441,train-01905.jpg,train-02847.jpg,5,5,0
442,test-06808.jpg,train-14556.jpg,7,2,1
443,train-09580.jpg,train-22081.jpg,3,6,1
444,train-23458.jpg,train-08878.jpg,8,2,0
445,train-29267.jpg,train-11702.jpg,5,5,0
446,test-04374.jpg,test-01602.jpg,0,5,5
447,train-00471.jpg,train-12290.jpg,0,9,1
448,train-05251.jpg,train-21237.jpg,2,8,0
449,train-29444.jpg,train-06682.jpg,3,3,4
450,test-05420.jpg,train-05580.jpg,1,4,4
451,train-16290.jpg,train-03290.jpg,5,5,0
452,train-00690.jpg,train-12657.jpg,3,7,0
453,train-25692.jpg,test-05275.jpg,7,3,0
454,test-03840.jpg,train-30574.jpg,6,4,0
455,train-25682.jpg,train-16222.jpg,3,6,1
456,train-23369.jpg,test-00475.jpg,1,6,3
457,train-29792.jpg,train-12769.jpg,7,1,2
458,train-21354.jpg,train-07991.jpg,1,9,0
459,train-18852.jpg,train-16580.jpg,1,6,3
460,train-04385.jpg,train-22514.jpg,8,2,0
461,train-31138.jpg,train-18371.jpg,1,6,3
462,test-03578.jpg,train-15570.jpg,0,10,0
463,train-21961.jpg,train-16957.jpg,0,10,0
464,train-21698.jpg,train-09576.jpg,4,3,3
465,test-02282.jpg,train-02948.jpg,3,7,0
466,test-04593.jpg,train-13544.jpg,5,3,2
467,train-27971.jpg,train-12534.jpg,3,7,0
468,train-17346.jpg,train-23490.jpg,9,1,0
469,train-28180.jpg,train-07717.jpg,9,1,0
470,train-19204.jpg,test-03696.jpg,7,3,0
471,train-25789.jpg,train-26045.jpg,4,4,2
472,test-00264.jpg,train-16190.jpg,10,0,0
473,train-05240.jpg,train-12619.jpg,8,2,0
474,test-03600.jpg,train-29112.jpg,2,7,1
475,train-20318.jpg,train-03014.jpg,1,9,0
476,test-02552.jpg,train-19781.jpg,1,9,0
477,test-06338.jpg,train-18379.jpg,6,4,0
478,test-05315.jpg,train-07891.jpg,0,10,0
479,train-32527.jpg,train-08643.jpg,9,1,0
480,train-13344.jpg,test-07938.jpg,2,6,2
481,test-04115.jpg,train-20465.jpg,6,4,0
482,train-05222.jpg,train-24702.jpg,8,2,0
483,train-00164.jpg,train-30899.jpg,7,2,1
484,train-26815.jpg,train-30790.jpg,8,1,1
485,train-10531.jpg,train-02366.jpg,4,6,0
486,train-21848.jpg,test-06624.jpg,6,1,3
487,train-30833.jpg,train-06191.jpg,7,3,0
488,train-23493.jpg,train-19435.jpg,3,6,1
489,train-15706.jpg,train-27379.jpg,4,6,0
490,train-03832.jpg,train-06326.jpg,2,8,0
491,train-09178.jpg,train-10263.jpg,10,0,0
492,test-05815.jpg,train-10882.jpg,0,10,0
493,train-31407.jpg,train-18318.jpg,6,4,0
494,train-01885.jpg,train-28888.jpg,0,10,0
495,test-04325.jpg,train-26026.jpg,4,6,0
496,train-17471.jpg,train-04386.jpg,1,9,0
497,train-17030.jpg,test-07299.jpg,2,8,0
498,test-04382.jpg,test-03407.jpg,3,7,0
499,train-22276.jpg,train-17435.jpg,4,6,0
500,test-01061.jpg,train-05878.jpg,2,8,0
501,test-06792.jpg,test-04527.jpg,4,4,2
502,train-16180.jpg,train-14471.jpg,2,7,1
503,train-27916.jpg,train-03424.jpg,0,10,0
504,train-25698.jpg,test-00537.jpg,1,9,0
505,train-02365.jpg,train-10454.jpg,8,0,2
506,train-10336.jpg,train-09073.jpg,5,4,1
507,train-08250.jpg,train-15250.jpg,5,4,1
508,train-20691.jpg,train-27957.jpg,8,2,0
509,test-04196.jpg,train-24339.jpg,8,2,0
510,train-29976.jpg,train-23101.jpg,10,0,0
511,test-00877.jpg,train-13143.jpg,0,10,0
512,train-24311.jpg,train-16007.jpg,2,4,4
513,test-07627.jpg,train-06244.jpg,7,3,0
514,train-05996.jpg,train-18106.jpg,0,10,0
515,train-25523.jpg,train-23543.jpg,4,6,0
516,train-16966.jpg,train-08228.jpg,9,1,0
517,train-14998.jpg,test-00834.jpg,6,3,1
518,train-26832.jpg,train-09461.jpg,1,7,2
519,train-22174.jpg,train-10943.jpg,1,7,2
520,test-00116.jpg,train-17310.jpg,7,3,0
521,train-25307.jpg,train-21057.jpg,3,7,0
522,train-27275.jpg,train-24465.jpg,3,7,0
523,train-23114.jpg,train-00446.jpg,4,5,1
524,train-23263.jpg,train-27981.jpg,0,10,0
525,train-27293.jpg,train-19429.jpg,0,10,0
526,train-31937.jpg,train-31901.jpg,7,0,3
527,train-26894.jpg,test-03438.jpg,4,1,5
528,train-03055.jpg,train-28658.jpg,7,1,2
529,train-24886.jpg,train-15186.jpg,8,2,0
530,train-20063.jpg,train-04115.jpg,7,3,0
531,test-03882.jpg,train-11663.jpg,2,8,0
532,train-21545.jpg,test-06723.jpg,3,7,0
533,train-22940.jpg,train-09177.jpg,2,7,1
534,test-02087.jpg,train-32562.jpg,0,10,0
535,train-03974.jpg,test-02366.jpg,2,8,0
536,train-30072.jpg,train-12076.jpg,4,5,1
